Data;EMPRESTIMO;SALARY;VACATION;ADVANCE_SALARY;RESCISSION;DEPOSIT;BASIC_FOOD_BASKET;BONUS;COMMISSION;DAILY;FOOD_VOUCHER;FUEL_ASSISTANCE;MEAL_VOURCHER;PIS_PAYMENT;PROFIT_SHARING_PAYMENT;PRO_LABORE_PAYMENT;REWARD;SALARY_DIFFERENCE;THIRTEENTH_SALARY;THIRTEENTH_SALARY_FIRST_INSTALLMENT;THIRTEENTH_SALARY_SECOND_INSTALLMENT;TIP;TRANSPORTATION_VOUCHER;TOTAL_DIA
01/04/2025;938069,02;16270964,86;450743,23;750;610981,26;579264,88;6671,84;7010,98;500;28454,9;190248,63;33060,77;23512,5;0;0;74501,04;63402,71;13212,05;0;0;0;0;505161,97;18858441,62
02/04/2025;1082315,16;18278968,75;1164859,84;16730;344347,2;190438,69;4658,82;0;39457,34;68662,8;386803,51;100;13101,07;0;0;0;361,78;66252,9;0;0;0;1149;122001,82;20697893,52
03/04/2025;2512479,07;18601067,68;198218,16;1690;1017971,15;61060,98;0;0;0;66105,06;16780,48;1540;7746,6;0;0;5972,07;31614,15;581,28;1602,13;2483,79;0;400;61964,81;20076798,34
04/04/2025;8895914,58;43614018,59;343140,88;5280,42;434791,38;146941,09;0;2807,52;0;26334,66;12226,38;3474;16041,93;0;0;159387,97;64914,48;69426,8;0;0;0;0;32446,81;44931232,91
05/04/2025;3633048,13;55207838,81;836873,37;116878,89;1326183,09;856602,09;61000;41566,69;10158,3;126818,33;71708;9563,74;6436,74;0;0;107435,32;249981,58;19025,36;0;30940,92;0;200;54516,13;59133727,36
06/04/2025;1341442,1;1066462,27;4850,71;0;1977,1;96981,69;0;0;1500;440;52;0;0;0;0;0;0;0;0;0;0;0;0;1172263,77
07/04/2025;3859173,87;123719,79;7205,51;100;0;47174,96;0;0;0;360;0;0;0;0;0;0;0;0;0;0;0;0;205;178765,26
08/04/2025;2351828,26;17468166,32;368740,27;26493,24;458550,52;164111,22;90;3779,8;1104,02;98232,04;38433,63;9114;24515,08;0;0;0;1696,53;5018,51;1339,02;1000;0;0;50806,29;18721190,49
09/04/2025;1385288,09;4681121,87;478923,92;71114,82;418000,12;65205,97;800;660;2215,1;36125,38;57550,54;0;1765,22;0;0;0;14169,22;20061,15;0;1500;0;589,63;55053,63;5904856,57
10/04/2025;1654730,02;1372115,31;669599,56;406438,29;668621,04;240788,53;0;0;0;10440,69;15850,09;4308;1741,5;0;0;445199,14;5197,95;14620,1;0;6051,31;0;0;26454,69;3887426,2
11/04/2025;1236047,47;1826614,98;279170,98;251733,45;500997,41;2831112,31;0;0;1600;30091,24;97008;78126,81;1856,73;0;2663,49;7260,72;69102,49;4236,26;0;2362,5;2169,42;0;57242,5;6043349,29
12/04/2025;830578,32;2008922,25;438978,89;1280573,14;807758,55;184532,15;0;0;21394,09;66152,19;26276,66;700,83;947;0;0;22361,6;31728,63;49841,6;4906,77;0;0;0;80989,69;5026064,04
13/04/2025;512079,21;3191,07;2388,07;600;30741,41;5140;0;0;0;9185;0;0;0;0;0;0;0;0;0;0;0;0;47742,8;98988,35
14/04/2025;706247,94;0;1899,12;0;24534,07;2069,44;0;0;0;0;0;0;0;0;0;0;0;59899,87;0;0;0;0;10514,3;98916,8
15/04/2025;934500,35;1531795,36;559926,02;1476591,19;466211,33;145621,34;22208,92;0;174827,42;39940,09;23939,17;3050,08;19302,9;0;0;177076,41;14876,67;1185;0;0;0;0;73709,22;4730261,12
16/04/2025;714741,48;1168210,54;305567,12;2742353,27;606911,76;179651,02;2903,86;14287,55;74577,73;36632,22;94474,19;22934,4;12755,62;0;0;141834,36;49159,03;160882,48;0;0;0;749,2;92869,65;5706754
17/04/2025;880352,22;1042876,07;225729,97;2200727,88;1687136,19;239801,85;0;1054,46;47187,95;41464,6;26341,62;500;214,4;0;838;0;32240,4;4771,12;4190,93;0;0;59;23749,39;5578883,83
18/04/2025;466818,04;822144,62;454835,69;3948882,31;853296,73;647912,52;3000;9136,32;4968,31;42601,44;18929,57;606,57;150;0;0;56491,27;60135,91;8665,04;0;21444,4;0;2505,5;39341,77;6995047,97
19/04/2025;492205,4;5189;6844,9;440147,1;78696,74;10958,2;0;0;0;2400;64807,99;0;0;0;0;0;0;0;0;0;0;0;0;609043,93
20/04/2025;376011,94;0;0;32656,87;1777,73;0;0;0;7000;914,91;0;0;1935;0;0;0;0;0;0;0;0;0;1276;45560,51
21/04/2025;435150,08;0;0;4150;0;23136,68;0;0;0;850;0;0;0;0;0;0;0;0;0;0;0;0;0;28136,68
22/04/2025;447339,99;0;0;0;6497,35;0;7312,64;992,54;0;889,99;0;0;480;0;0;0;0;0;0;0;0;0;0;16172,52
23/04/2025;376923,16;424991,42;328295,3;65193,34;686452,2;148657,55;0;2873,82;6352,49;51871;7595,35;7788,94;16946,75;506;0;0;96061,18;86,96;907,46;0;0;1056,2;43824,13;1889460,09
24/04/2025;391951,12;356743,57;1276559,66;19860,25;460848,68;206288,41;0;0;15296,8;74300,65;11667,25;0;13810,76;0;0;67400;366,96;0;0;34783,04;0;63;245509,37;2783498,4
25/04/2025;431857;407630,97;330254,63;17097;1411836,7;110146,3;0;13115,02;0;39899,54;9187,93;0;0;0;0;0;11162,56;17798,01;680;0;0;0;72947,5;2441756,16
26/04/2025;396467,64;2064027,01;920469,36;101519,19;784406,08;367468,44;220;2310;442,31;53967,89;12418,9;1152,78;343,79;126,5;0;325;39542,57;330;153430,54;9119,76;0;0;247897,59;4759517,71
27/04/2025;268719,88;4226,6;0;2952,44;10658,9;7276,66;0;0;0;2496,5;36;0;45;0;0;0;0;0;0;1881,25;0;0;536;30109,35
28/04/2025;311663,23;265428;96959,95;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;362387,95
29/04/2025;919312,45;6706885,45;2248146,62;88344,2;539620,91;371790,5;0;1900;0;40850,22;32931,36;12583,46;16250,66;0;0;1800;6865,01;0;0;0;0;0;95007,75;10162976,14
30/04/2025;3027875,11;9981511,75;1015946,82;4591,99;536697,81;67426,71;0;4186,16;5798,31;66855,01;46600;12362,4;35856,92;0;0;0;170076,38;0;0;21366,09;0;1227;334175,6;12304678,95
01/05/2025;921240,36;24255530,34;1821119,85;36406,52;925934,08;674824,2;7625;1560;247,08;54897,49;142884,66;24820,28;12497,61;506;0;9977,57;52267,91;3609,76;2500;32035,91;0;0;568591,52;28627835,78
02/05/2025;2029644,8;534051,25;0;0;2870,36;6354;0;0;0;0;3368,55;0;0;0;0;0;0;0;0;0;0;0;2596,3;549240,46
03/05/2025;856650,11;14812346,31;1360779,16;4029,75;804204,76;393630,45;9633,24;1930,75;40568,59;33331,78;43479,94;790;3619,07;0;0;368346,81;45764,06;900;0;0;0;7257,61;131772,78;18062385,06
04/05/2025;474221,78;453349,87;3806,27;0;4778,75;4240,66;0;0;0;10795,45;764;0;0;0;0;0;7274,31;0;0;0;0;1490,88;4437,3;490937,49
05/05/2025;2192811,77;255155,34;4672,57;0;3522,31;0;0;0;0;877,93;0;0;7781,76;0;0;117,69;0;0;0;0;0;0;22611,1;294738,7
06/05/2025;3295528,19;46536121,83;742237,49;142027,25;694536,38;538720,02;7650;4345,77;0;61893,05;23486,82;9414;21845,25;0;0;0;159328,9;36814,87;0;0;0;0;74526,11;49052947,74
07/05/2025;7556812,48;44701910,51;262723,81;21736,99;442641,04;233887,69;0;0;8314,15;25524,8;48494,36;5036,1;16930,22;0;0;0;21128,81;54674,54;0;786,39;0;1262;75843,46;45920894,87
08/05/2025;4756362,76;47801157,61;299356,17;63367,91;744495,4;416242,88;64084,9;25774,37;2869,99;60895,53;86399,1;3204,64;742,8;0;0;4053,06;47519,8;22245,59;2562,43;33510,14;0;156;62784,86;49741423,18
09/05/2025;2824399,95;11559517,92;972110,01;15411,19;758133,95;112705,72;400;0;176,35;21182,98;17103,95;2009;1944,91;0;0;0;47834,44;54317,31;3021,2;1710,26;0;0;60906,98;13628486,17
10/05/2025;1679911,1;4297435,06;909496,33;173019,72;895414,17;3020427,67;2720;31457;4792,65;154762,67;24406;51294,1;3840,61;0;0;468053,82;98643,77;33180,86;0;0;0;0;75365,24;10244309,67
11/05/2025;804354,48;47407,85;0;2100;386,73;977,74;0;6607,2;0;2720;0;0;0;0;0;0;0;0;0;0;0;0;913;61112,52
12/05/2025;1160505,87;0;0;0;0;0;0;0;0;620;0;0;0;0;0;0;0;0;0;0;0;0;0;620
13/05/2025;765578,65;1733943,85;706320,74;264748,22;620880,28;278231,39;4859,8;0;7037,36;53400,2;17338,88;950;17630,07;0;0;115744,59;9471,58;7383,74;0;5918,08;0;0;50452,65;3894311,43
14/05/2025;565681,34;1202595,97;264090,49;1662386,69;455974,9;84883,46;0;0;21761,17;50338,65;23102,95;0;14240,03;0;0;162052,6;8696,65;8057,63;0;0;0;353;93175,73;4051709,92
15/05/2025;727398,56;1509878,37;363152,99;1265817,44;734114,66;175903,35;2654;819,41;166019,57;11180,86;81632,83;29164,07;755,9;0;0;145927,68;8005,49;9704,13;0;0;888,29;0;110793,48;4616412,52
16/05/2025;664150,89;1384099,95;279117,77;2133826,89;1249843,91;116366,26;10611,9;3444,32;23661,09;9884;16437,33;502,5;9760,38;0;0;10713,71;51885,54;14881,1;1090,06;5769,5;0;0;86887,75;5408783,96
17/05/2025;610481,55;528083,16;273853,4;1504284,93;881417,32;124322,94;400;400;97192,65;19778,54;17359,68;7973,43;430,71;0;0;0;39358,38;15404,36;9000;0;0;600;64227,84;3584087,34
18/05/2025;361052,38;0;0;172502,08;11895,96;819,83;0;0;0;750;36;0;0;0;0;0;0;0;0;0;0;0;0;186003,87
19/05/2025;482254,93;0;0;0;2101,14;27300,82;0;0;0;350;0;0;0;0;0;0;0;0;0;0;0;0;5310,4;35062,36
20/05/2025;738270,28;195599,39;108205,42;1228470,2;501030,98;252268,33;0;773,34;0;41139,54;30955,69;2099;17203,7;0;230433,5;64400;101951,14;19427,78;0;25250,75;0;0;32192,28;2851401,04
21/05/2025;481527,33;1473753,16;183187,21;4859133,56;753232,46;805042,12;0;1530;17148,17;49632,17;7003,25;2000;378;0;0;0;72153,2;5270,96;222,87;1076;0;984;37849,91;8269597,04
22/05/2025;404257,21;75112,53;67579,87;66830,42;658038,6;81246,91;363;3900;3840;14519,13;8843,74;0;915,88;0;0;0;51622,82;2807,82;0;2242,57;0;0;14298,58;1052161,87
23/05/2025;479195,97;304149,85;226455,17;31202,51;1145893,1;81002,09;0;0;1083,93;21161,31;2482,75;0;11893,4;0;0;0;6967,74;1526,73;0;0;0;0;20766,06;1854584,64
24/05/2025;445978,5;209799,68;264417,68;289717,78;730380,51;217792,33;0;0;10649,17;29441,81;11446,96;95,83;0;0;0;0;58953,84;36284,3;537,2;0;0;2056;31826,19;1893399,28
25/05/2025;297625,73;0;0;3586;225542,57;0;0;0;0;4420;0;0;2025;0;0;0;0;0;0;0;0;0;621,6;236195,17
26/05/2025;316617,78;0;0;19772,95;0;0;0;0;0;0;552;0;0;0;0;0;0;0;0;0;0;0;57175,4;77500,35
27/05/2025;347177,1;319141,79;266379,39;1850;432757,59;117780,36;15808,2;0;45761,31;18989,93;6669,11;0;1858,1;0;0;0;66,78;84508,18;2085;4955;0;400;35176,46;1354187,2
28/05/2025;534902,68;530162,71;301534,56;9441,2;466069,93;37095,61;4158;0;4378;17531,24;8006,22;3699,36;552;0;0;0;621,11;6208;0;11447,35;0;1334;34970,12;1437209,41
